"","Date","Stream","Discharge_cms"
"418",2018-07-14,"Montana",1.567990173843
"419",2018-07-14,"Peterson",0.133500530622184
"420",2018-07-14,"Steep",0.113367596272603
"421",2018-07-15,"Herbert",41.066252510127
"422",2018-07-15,"Montana",1.10489433924
"423",2018-07-15,"Peterson",0.430986195652847
"424",2018-07-15,"Steep",0.431364597254103
"425",2018-07-16,"Herbert",59.860596933579
"426",2018-07-16,"Montana",1.564965835196
"427",2018-07-16,"Peterson",3.88925026059765
"428",2018-07-16,"Steep",1.09009549267679
"429",2018-07-17,"Herbert",52.394350518783
"430",2018-07-17,"Montana",5.98169715115
"431",2018-07-17,"Peterson",1.1285781287587
"432",2018-07-17,"Steep",0.317100190963117
"433",2018-07-18,"Herbert",63.851176913901
"434",2018-07-18,"Montana",2.386219298862
"435",2018-07-18,"Peterson",0.466203446914454
"436",2018-07-18,"Steep",0.222952748759171
"437",2018-07-19,"Herbert",136.968900424317
"438",2018-07-19,"Montana",1.393545599351
"439",2018-07-19,"Peterson",0.345265695407221
"440",2018-07-19,"Steep",0.309415948506617
"441",2018-07-20,"Herbert",66.554473029603
"442",2018-07-20,"Montana",1.325637745145
"443",2018-07-20,"Peterson",0.261655137828994
"444",2018-07-20,"Steep",0.182311635152834
"445",2018-07-21,"Herbert",47.502671833227
"446",2018-07-21,"Montana",1.244947961615
"447",2018-07-21,"Peterson",0.162770650969866
"448",2018-07-21,"Steep",0.158813588449981
"449",2018-07-22,"Herbert",58.573313068959
"450",2018-07-22,"Montana",1.211934095988
"451",2018-07-22,"Peterson",0.110752238914163
"452",2018-07-22,"Steep",0.144987503997614
"453",2018-07-23,"Herbert",57.929671136649
"454",2018-07-23,"Montana",1.212503715558
"455",2018-07-23,"Peterson",0.0860426316500559
"456",2018-07-23,"Steep",0.13187591755965
"457",2018-07-24,"Herbert",54.711461475099
"458",2018-07-24,"Montana",1.163390096527
"459",2018-07-24,"Peterson",0.0699270597422527
"460",2018-07-24,"Steep",0.12037814175428
"461",2018-07-25,"Herbert",51.621980200011
"462",2018-07-25,"Montana",1.097927493633
"463",2018-07-25,"Peterson",0.0586120181953619
"464",2018-07-25,"Steep",0.112768775215018
"465",2018-07-26,"Herbert",50.205967948929
"466",2018-07-26,"Montana",1.032546702077
"467",2018-07-26,"Peterson",0.0510092369328778
"468",2018-07-26,"Steep",0.107956859622525
"469",2018-07-27,"Herbert",49.047412470771
"470",2018-07-27,"Montana",0.989627920784
"471",2018-07-27,"Peterson",0.0460617427927988
"472",2018-07-27,"Steep",0.103180629875299
"473",2018-07-28,"Herbert",46.987758287379
"474",2018-07-28,"Montana",0.935892106335
"475",2018-07-28,"Peterson",0.0424450937088643
"476",2018-07-28,"Steep",0.0964347406760675
"477",2018-07-29,"Herbert",54.711461475099
"478",2018-07-29,"Montana",0.906801243025
"479",2018-07-29,"Peterson",0.0383712498208877
"480",2018-07-29,"Steep",0.089827247487103
"481",2018-07-30,"Herbert",48.017585379075
"482",2018-07-30,"Montana",0.877174337246
"483",2018-07-30,"Peterson",0.0335746620692086
"484",2018-07-30,"Steep",0.0858436222903038
"485",2018-07-31,"Herbert",47.502671833227
"486",2018-07-31,"Montana",0.902446072257
"487",2018-07-31,"Peterson",0.0313536909429984
"488",2018-07-31,"Steep",0.0816090561755121
"489",2018-08-01,"Herbert",52.265622132321
"490",2018-08-01,"Montana",0.901608594036
"491",2018-08-01,"Peterson",0.0269681928933052
"492",2018-08-01,"Steep",0.0775415233077808
"493",2018-08-02,"Herbert",60.246782092965
"494",2018-08-02,"Montana",0.963987257634
"495",2018-08-02,"Peterson",0.0258246148746042
"496",2018-08-02,"Steep",0.110480944235545
"497",2018-08-03,"Herbert",47.116486673841
"498",2018-08-03,"Montana",1.198213967328
"499",2018-08-03,"Peterson",0.0325087496767648
"500",2018-08-03,"Steep",0.112558332441797
"501",2018-08-04,"Herbert",53.552905996941
"502",2018-08-04,"Montana",1.569240670754
"503",2018-08-04,"Peterson",0.053163491831791
"504",2018-08-04,"Steep",0.0899404257755915
"505",2018-08-05,"Herbert",58.830769841883
"506",2018-08-05,"Montana",2.596449030065
"507",2018-08-05,"Peterson",0.0540391618300299
"508",2018-08-05,"Steep",0.077865888898299
"509",2018-08-06,"Herbert",66.168287870217
"510",2018-08-06,"Montana",2.279793041966
"511",2018-08-06,"Peterson",0.0460843675612191
"512",2018-08-06,"Steep",0.0861084578521616
"513",2018-08-07,"Herbert",78.268756197645
"514",2018-08-07,"Montana",2.385950442919
"515",2018-08-07,"Peterson",0.0895897377931825
"516",2018-08-07,"Steep",0.191287231892037
"517",2018-08-08,"Herbert",119.204383092561
"518",2018-08-08,"Montana",4.0150315398
"519",2018-08-08,"Peterson",4.07848884532917
"520",2018-08-08,"Steep",0.425658882300654
"521",2018-08-09,"Herbert",152.416306799757
"522",2018-08-09,"Montana",9.75651220362
"523",2018-08-09,"Peterson",10.3299407242999
"524",2018-08-09,"Steep",0.988734000554897
"525",2018-08-10,"Herbert",91.527780003231
"526",2018-08-10,"Montana",17.53484981981
"527",2018-08-10,"Peterson",2.78218406838478
"528",2018-08-10,"Steep",0.537835747512187
"529",2018-08-11,"Herbert",58.187127909573
"530",2018-08-11,"Montana",11.30843310514
"531",2018-08-11,"Peterson",0.820631418067831
"532",2018-08-11,"Steep",0.227757157302405
"533",2018-08-12,"Herbert",56.384930499105
"534",2018-08-12,"Montana",5.60500013011
"535",2018-08-12,"Peterson",0.487823839541949
"536",2018-08-12,"Steep",0.194690794282632
"537",2018-08-13,"Herbert",56.771115658491
"538",2018-08-13,"Montana",4.50337087507
"539",2018-08-13,"Peterson",0.371882937147177
"540",2018-08-13,"Steep",0.307678492386981
"541",2018-08-14,"Herbert",76.595287173639
"542",2018-08-14,"Montana",4.83828599968
"543",2018-08-14,"Peterson",5.25446775588115
"544",2018-08-14,"Steep",0.820960343241758
"545",2018-08-15,"Herbert",75.565460081943
"546",2018-08-15,"Montana",14.16871396081
"547",2018-08-15,"Peterson",1.19603136966599
"548",2018-08-15,"Steep",0.422061933076085
"549",2018-08-16,"Herbert",43.125906693519
"550",2018-08-16,"Montana",7.24764615364
"551",2018-08-16,"Peterson",0.611320908243954
"552",2018-08-16,"Steep",0.246899686203819
"553",2018-08-17,"Herbert",32.827635776559
"554",2018-08-17,"Montana",4.94189360431
"555",2018-08-17,"Peterson",0.409157401409808
"556",2018-08-17,"Steep",0.211015400082197
"557",2018-08-18,"Herbert",29.223240955623
"558",2018-08-18,"Montana",4.16987478604
"559",2018-08-18,"Peterson",0.278226330045793
"560",2018-08-18,"Steep",0.174300814206121
"561",2018-08-19,"Herbert",29.866882887933
"562",2018-08-19,"Montana",3.64013787966
"563",2018-08-19,"Peterson",0.15095726587528
"564",2018-08-19,"Steep",0.153754575369943
"565",2018-08-20,"Herbert",29.609426115009
"566",2018-08-20,"Montana",3.39718211081
"567",2018-08-20,"Peterson",0.0913081036558564
"568",2018-08-20,"Steep",0.139315259546866
"569",2018-08-21,"Herbert",34.758561573489
"570",2018-08-21,"Montana",3.28377942055
"571",2018-08-21,"Peterson",0.0928305626811721
"572",2018-08-21,"Steep",0.183443609236231
"573",2018-08-22,"Herbert",45.829202809221
"574",2018-08-22,"Montana",3.30761922452
"575",2018-08-22,"Peterson",0.355603442489791
"576",2018-08-22,"Steep",0.261508163847493
"577",2018-08-23,"Herbert",51.879436972935
"578",2018-08-23,"Montana",4.46716882172
"579",2018-08-23,"Peterson",0.556629728682028
"580",2018-08-23,"Steep",0.196871491985561
"581",2018-08-24,"Herbert",48.918684084309
"582",2018-08-24,"Montana",4.88842361544
"583",2018-08-24,"Peterson",0.446065484822996
"584",2018-08-24,"Steep",0.336095074841234
"585",2018-08-25,"Herbert",63.722448527439
"586",2018-08-25,"Montana",4.78252455698
"587",2018-08-25,"Peterson",1.06190401330861
"588",2018-08-25,"Steep",0.443060291561606
"589",2018-08-26,"Herbert",73.377077512089
"590",2018-08-26,"Montana",7.49601390978
"591",2018-08-26,"Peterson",0.597621481027239
"592",2018-08-26,"Steep",0.254610239487478
"593",2018-08-27,"Herbert",42.997178307057
"594",2018-08-27,"Montana",5.00120606309
"595",2018-08-27,"Peterson",0.428270965695225
"596",2018-08-27,"Steep",0.337111675194974
"597",2018-08-28,"Herbert",57.800942750187
"598",2018-08-28,"Montana",4.17608415979
"599",2018-08-28,"Peterson",4.38531896641803
"600",2018-08-28,"Steep",1.5333358005465
